order_id,date,product_id,country_id,marketplace,quantity,revenue,cost,margin_pct,returned
1057,2024-10-25,5,5,Kaufland,1,399.99,260.0,35.0,0
1058,2024-01-21,2,3,Kaufland,2,1099.98,760.0,30.91,0
1059,2024-10-13,8,5,Amazon,2,399.98,240.0,40.0,0
1060,2024-05-01,20,6,Kaufland,2,259.98,144.0,44.61,1
1061,2024-06-19,6,8,Amazon,2,499.98,300.0,40.0,0
1062,2024-05-16,22,8,Kaufland,1,99.99,55.0,44.99,0
1063,2024-04-23,13,8,Kaufland,1,49.99,25.0,49.99,1
1064,2024-04-26,12,3,Allegro,1,279.99,160.0,42.86,0
1065,2024-05-22,13,3,Kaufland,1,49.99,25.0,49.99,0
1066,2024-01-15,22,9,Allegro,1,99.99,55.0,44.99,1
1067,2024-01-20,6,5,Kaufland,1,249.99,150.0,40.0,0
1068,2024-02-29,11,4,Kaufland,1,179.99,110.0,38.89,0
1069,2024-09-23,9,1,Amazon,3,899.97,570.0,36.66,0
1070,2024-12-06,22,2,Amazon,3,299.97,165.0,44.99,0
1071,2024-06-02,22,7,Allegro,1,99.99,55.0,44.99,0
1072,2024-03-06,11,4,Amazon,1,179.99,110.0,38.89,0
1073,2024-11-11,13,5,Kaufland,1,49.99,25.0,49.99,0
1074,2024-10-23,1,3,Amazon,1,699.99,490.0,30.0,0
1075,2024-08-30,15,4,Amazon,2,459.98,300.0,34.78,1
1076,2024-12-05,6,5,Amazon,1,249.99,150.0,40.0,0
1077,2024-04-11,8,5,Amazon,1,199.99,120.0,40.0,0
1078,2024-08-21,16,5,Allegro,1,179.99,115.0,36.11,0
1079,2024-07-23,7,6,Amazon,1,299.99,190.0,36.66,0
1080,2024-02-24,1,8,Kaufland,2,1399.98,980.0,30.0,0
1081,2024-03-03,17,4,Allegro,1,59.99,30.0,49.99,0
1082,2024-06-11,22,5,Allegro,3,299.97,165.0,44.99,1
1083,2024-08-06,20,7,Kaufland,2,259.98,144.0,44.61,0
1084,2024-05-12,6,6,Amazon,2,499.98,300.0,40.0,0
1085,2024-11-16,9,6,Allegro,1,299.99,190.0,36.66,0
1086,2024-10-03,10,2,Amazon,1,199.99,130.0,35.0,0
1087,2024-02-02,13,5,Allegro,1,49.99,25.0,49.99,0
1088,2024-08-03,15,4,Amazon,1,229.99,150.0,34.78,0
1089,2024-07-13,1,8,Allegro,1,699.99,490.0,30.0,1
1090,2024-08-02,10,6,Kaufland,1,199.99,130.0,35.0,0
1091,2024-05-19,20,8,Amazon,1,129.99,72.0,44.61,0
1092,2024-03-25,11,5,Allegro,2,359.98,220.0,38.89,1
1093,2024-10-30,20,5,Kaufland,1,129.99,72.0,44.61,0
1094,2024-04-03,21,4,Kaufland,1,89.99,48.0,46.66,0
1095,2024-07-13,7,4,Amazon,1,299.99,190.0,36.66,1
1096,2024-01-10,14,3,Amazon,2,259.98,150.0,42.3,0
1097,2024-11-29,12,2,Amazon,1,279.99,160.0,42.86,0
1098,2024-03-19,8,2,Amazon,1,199.99,120.0,40.0,0
1099,2024-12-24,4,5,Amazon,1,629.99,440.0,30.16,0
1100,2024-02-28,20,5,Allegro,2,259.98,144.0,44.61,0
1101,2024-06-08,10,2,Amazon,1,199.99,130.0,35.0,1
1102,2024-02-08,13,4,Allegro,1,49.99,25.0,49.99,0
1103,2024-12-16,8,2,Allegro,1,199.99,120.0,40.0,0
1104,2024-08-07,19,6,Amazon,1,39.99,18.0,54.99,0
1105,2024-09-07,21,4,Kaufland,1,89.99,48.0,46.66,1
1106,2024-03-19,21,8,Amazon,1,89.99,48.0,46.66,0
1107,2024-10-02,21,3,Kaufland,2,179.98,96.0,46.66,0
1108,2024-02-14,19,3,Kaufland,1,39.99,18.0,54.99,0
1109,2024-06-21,15,5,Allegro,1,229.99,150.0,34.78,0
1110,2024-05-12,6,4,Amazon,1,249.99,150.0,40.0,1
1111,2024-04-07,9,5,Allegro,1,299.99,190.0,36.66,0
1112,2024-08-31,16,5,Amazon,1,179.99,115.0,36.11,0
1113,2024-12-20,1,1,Amazon,1,699.99,490.0,30.0,0
1114,2024-08-05,12,4,Allegro,3,839.97,480.0,42.86,0
1115,2024-05-08,12,5,Amazon,1,279.99,160.0,42.86,0
1116,2024-12-19,11,2,Allegro,1,179.99,110.0,38.89,0
1117,2024-09-25,16,3,Allegro,1,179.99,115.0,36.11,1
1118,2024-06-03,7,3,Amazon,1,299.99,190.0,36.66,0
1119,2024-05-29,9,1,Amazon,1,299.99,190.0,36.66,0
1120,2024-05-25,16,2,Amazon,1,179.99,115.0,36.11,0
1121,2024-09-01,6,9,Amazon,1,249.99,150.0,40.0,0
1122,2024-01-28,16,1,Allegro,1,179.99,115.0,36.11,0
1123,2024-10-12,10,1,Amazon,2,399.98,260.0,35.0,0
1124,2024-08-18,20,2,Allegro,3,389.97,216.0,44.61,0
1125,2024-11-13,19,9,Amazon,1,39.99,18.0,54.99,1
1126,2024-04-18,4,9,Amazon,1,629.99,440.0,30.16,0
1127,2024-01-02,8,2,Amazon,1,199.99,120.0,40.0,0
1128,2024-12-27,16,3,Amazon,1,179.99,115.0,36.11,0
1129,2024-11-16,3,5,Kaufland,1,479.99,320.0,33.33,0
1130,2024-11-27,7,4,Allegro,1,299.99,190.0,36.66,0
1131,2024-06-06,5,1,Amazon,1,399.99,260.0,35.0,0
1132,2024-06-04,10,4,Amazon,1,199.99,130.0,35.0,1
1133,2024-11-02,17,5,Amazon,1,59.99,30.0,49.99,0
1134,2024-04-27,11,5,Amazon,3,539.97,330.0,38.89,0
1135,2024-12-10,19,5,Amazon,2,79.98,36.0,54.99,0
1136,2024-05-22,6,4,Allegro,1,249.99,150.0,40.0,0
1137,2024-08-28,21,7,Kaufland,1,89.99,48.0,46.66,0
1138,2024-07-29,22,2,Amazon,1,99.99,55.0,44.99,0
1139,2024-08-20,13,7,Allegro,1,49.99,25.0,49.99,0
1140,2024-09-20,4,9,Amazon,2,1259.98,880.0,30.16,0
1141,2024-09-22,18,4,Amazon,1,49.99,22.0,55.99,0
1142,2024-05-16,21,4,Amazon,1,89.99,48.0,46.66,1
1143,2024-01-15,15,8,Amazon,3,689.97,450.0,34.78,0
1144,2024-01-08,8,5,Amazon,1,199.99,120.0,40.0,0
1145,2024-03-19,4,4,Amazon,1,629.99,440.0,30.16,0
1146,2024-09-04,17,5,Amazon,3,179.97,90.0,49.99,0
1147,2024-11-02,18,2,Amazon,1,49.99,22.0,55.99,0
1148,2024-07-31,3,3,Allegro,1,479.99,320.0,33.33,0
1149,2024-06-01,9,7,Amazon,2,599.98,380.0,36.66,0
1150,2024-10-02,22,4,Amazon,1,99.99,55.0,44.99,0
1151,2024-04-06,18,4,Kaufland,3,149.97,66.0,55.99,0
1152,2024-01-23,13,2,Allegro,1,49.99,25.0,49.99,0
1153,2024-11-29,13,4,Allegro,3,149.97,75.0,49.99,0
1154,2024-06-18,2,2,Kaufland,2,1099.98,760.0,30.91,0
1155,2024-01-08,15,1,Kaufland,2,459.98,300.0,34.78,0
1156,2024-05-15,21,9,Amazon,1,89.99,48.0,46.66,0
1157,2024-12-11,21,1,Amazon,2,179.98,96.0,46.66,0
1158,2024-09-06,11,5,Kaufland,2,359.98,220.0,38.89,0
1159,2024-05-27,3,2,Allegro,3,1439.97,960.0,33.33,0
1160,2024-12-26,14,9,Allegro,2,259.98,150.0,42.3,0
1161,2024-01-29,10,8,Amazon,1,199.99,130.0,35.0,0
1162,2024-12-15,5,2,Amazon,2,799.98,520.0,35.0,0
1163,2024-12-15,3,5,Amazon,1,479.99,320.0,33.33,1
1164,2024-08-23,5,2,Allegro,1,399.99,260.0,35.0,0
1165,2024-03-21,15,8,Allegro,1,229.99,150.0,34.78,1
1166,2024-12-19,19,3,Kaufland,1,39.99,18.0,54.99,0
1167,2024-02-24,7,9,Kaufland,1,299.99,190.0,36.66,0
1168,2024-01-12,19,3,Allegro,3,119.97,54.0,54.99,0
1169,2024-01-26,9,1,Kaufland,3,899.97,570.0,36.66,0
1170,2024-06-29,10,6,Amazon,1,199.99,130.0,35.0,0
1171,2024-12-03,9,5,Allegro,1,299.99,190.0,36.66,0
1172,2024-06-07,4,8,Allegro,2,1259.98,880.0,30.16,0
1173,2024-05-31,12,6,Amazon,1,279.99,160.0,42.86,0
1174,2024-07-06,7,2,Allegro,1,299.99,190.0,36.66,1
1175,2024-09-03,6,3,Kaufland,3,749.97,450.0,40.0,0
1176,2024-02-08,11,7,Amazon,1,179.99,110.0,38.89,1
1177,2024-10-12,22,6,Kaufland,1,99.99,55.0,44.99,0
1178,2024-07-07,1,3,Amazon,1,699.99,490.0,30.0,0
1179,2024-07-09,19,4,Allegro,1,39.99,18.0,54.99,0
1180,2024-06-16,1,5,Kaufland,3,2099.97,1470.0,30.0,0
1181,2024-12-24,3,5,Amazon,1,479.99,320.0,33.33,0
1182,2024-09-09,5,1,Amazon,1,399.99,260.0,35.0,0
1183,2024-12-09,18,2,Amazon,3,149.97,66.0,55.99,0
1184,2024-03-20,18,4,Allegro,2,99.98,44.0,55.99,0
1185,2024-05-23,16,5,Kaufland,1,179.99,115.0,36.11,0
1186,2024-07-04,15,4,Amazon,1,229.99,150.0,34.78,0
1187,2024-02-01,18,8,Allegro,1,49.99,22.0,55.99,0
1188,2024-02-16,4,9,Kaufland,1,629.99,440.0,30.16,0
1189,2024-06-19,20,9,Amazon,1,129.99,72.0,44.61,0
1190,2024-10-10,19,2,Kaufland,1,39.99,18.0,54.99,0
1191,2024-11-01,8,3,Amazon,1,199.99,120.0,40.0,0
1192,2024-03-30,5,9,Allegro,1,399.99,260.0,35.0,0
1193,2024-05-01,5,1,Allegro,1,399.99,260.0,35.0,0
1194,2024-09-26,9,1,Allegro,1,299.99,190.0,36.66,0
1195,2024-02-25,15,6,Allegro,1,229.99,150.0,34.78,0
1196,2024-12-03,20,1,Allegro,1,129.99,72.0,44.61,0
1197,2024-07-24,1,1,Amazon,1,699.99,490.0,30.0,0
1198,2024-11-07,15,1,Amazon,1,229.99,150.0,34.78,0
1199,2024-06-15,20,5,Allegro,1,129.99,72.0,44.61,0
1200,2024-02-20,10,4,Allegro,2,399.98,260.0,35.0,0
1201,2024-04-20,21,5,Allegro,1,89.99,48.0,46.66,1
1202,2024-07-31,14,4,Amazon,2,259.98,150.0,42.3,0
1203,2024-03-19,11,5,Amazon,1,179.99,110.0,38.89,0
1204,2024-02-19,3,7,Amazon,2,959.98,640.0,33.33,0
1205,2024-10-14,5,5,Allegro,1,399.99,260.0,35.0,0
1206,2024-08-04,14,4,Allegro,2,259.98,150.0,42.3,0
1207,2024-10-22,10,5,Amazon,1,199.99,130.0,35.0,0
1208,2024-10-11,16,2,Amazon,1,179.99,115.0,36.11,0
1209,2024-10-14,19,2,Amazon,3,119.97,54.0,54.99,0
1210,2024-11-07,20,5,Allegro,3,389.97,216.0,44.61,0
1211,2024-06-07,9,1,Amazon,3,899.97,570.0,36.66,0
1212,2024-07-24,6,8,Allegro,1,249.99,150.0,40.0,0
1213,2024-07-11,1,1,Allegro,1,699.99,490.0,30.0,0
1214,2024-10-17,12,3,Amazon,1,279.99,160.0,42.86,1
1215,2024-12-11,5,2,Allegro,1,399.99,260.0,35.0,0
1216,2024-05-19,14,4,Amazon,1,129.99,75.0,42.3,0
1217,2024-12-13,12,4,Amazon,1,279.99,160.0,42.86,0
1218,2024-11-02,10,1,Amazon,1,199.99,130.0,35.0,0
1219,2024-05-28,7,6,Allegro,1,299.99,190.0,36.66,0
1220,2024-12-26,14,2,Amazon,1,129.99,75.0,42.3,0
1221,2024-01-22,22,7,Amazon,1,99.99,55.0,44.99,0
1222,2024-10-20,3,8,Allegro,1,479.99,320.0,33.33,0
1223,2024-06-15,10,2,Amazon,1,199.99,130.0,35.0,1
1224,2024-02-15,15,7,Kaufland,1,229.99,150.0,34.78,0
1225,2024-07-21,14,5,Allegro,2,259.98,150.0,42.3,0
1226,2024-09-18,8,4,Amazon,1,199.99,120.0,40.0,0
1227,2024-11-26,7,8,Amazon,2,599.98,380.0,36.66,0
1228,2024-03-19,5,3,Amazon,2,799.98,520.0,35.0,0
1229,2024-08-25,6,9,Allegro,2,499.98,300.0,40.0,0
1230,2024-11-25,15,5,Kaufland,1,229.99,150.0,34.78,0
1231,2024-08-28,21,3,Amazon,1,89.99,48.0,46.66,0
1232,2024-02-07,9,5,Amazon,1,299.99,190.0,36.66,0
1233,2024-11-26,2,4,Amazon,2,1099.98,760.0,30.91,0
1234,2024-10-24,20,5,Amazon,1,129.99,72.0,44.61,0
1235,2024-11-29,2,4,Kaufland,1,549.99,380.0,30.91,0
1236,2024-02-22,17,2,Amazon,2,119.98,60.0,49.99,0
1237,2024-05-06,3,4,Amazon,2,959.98,640.0,33.33,1
1238,2024-07-09,17,4,Amazon,3,179.97,90.0,49.99,0
1239,2024-11-19,11,5,Amazon,1,179.99,110.0,38.89,0
1240,2024-05-09,4,5,Amazon,2,1259.98,880.0,30.16,0
1241,2024-10-25,20,8,Amazon,1,129.99,72.0,44.61,1
1242,2024-07-19,10,9,Allegro,1,199.99,130.0,35.0,0
1243,2024-06-17,3,3,Amazon,2,959.98,640.0,33.33,0
1244,2024-12-09,22,8,Amazon,1,99.99,55.0,44.99,0
1245,2024-06-23,12,3,Kaufland,3,839.97,480.0,42.86,0
1246,2024-05-31,8,9,Amazon,2,399.98,240.0,40.0,0
1247,2024-01-20,18,7,Kaufland,1,49.99,22.0,55.99,0
1248,2024-03-24,20,2,Amazon,1,129.99,72.0,44.61,0
1249,2024-08-12,20,7,Amazon,1,129.99,72.0,44.61,0
1250,2024-08-17,8,9,Allegro,1,199.99,120.0,40.0,0
1251,2024-12-13,16,8,Amazon,3,539.97,345.0,36.11,1
1252,2024-09-14,15,6,Allegro,1,229.99,150.0,34.78,1
1253,2024-05-08,7,7,Amazon,1,299.99,190.0,36.66,0
1254,2024-09-21,12,5,Amazon,2,559.98,320.0,42.86,0
1255,2024-03-16,6,3,Kaufland,2,499.98,300.0,40.0,0
1256,2024-01-14,8,7,Kaufland,1,199.99,120.0,40.0,0
1257,2024-07-10,12,2,Kaufland,1,279.99,160.0,42.86,0
1258,2024-03-15,4,7,Allegro,1,629.99,440.0,30.16,0
1259,2024-12-27,16,5,Amazon,1,179.99,115.0,36.11,0
1260,2024-03-17,3,1,Amazon,1,479.99,320.0,33.33,0
1261,2024-05-01,17,4,Allegro,1,59.99,30.0,49.99,0
1262,2024-02-02,14,5,Allegro,1,129.99,75.0,42.3,1
1263,2024-10-21,20,5,Allegro,1,129.99,72.0,44.61,0
1264,2024-10-19,14,1,Amazon,1,129.99,75.0,42.3,0
1265,2024-09-26,3,4,Amazon,1,479.99,320.0,33.33,0
1266,2024-08-28,17,5,Amazon,1,59.99,30.0,49.99,0
1267,2024-02-04,12,3,Amazon,1,279.99,160.0,42.86,0
1268,2024-06-19,21,2,Allegro,1,89.99,48.0,46.66,0
1269,2024-12-16,11,7,Amazon,1,179.99,110.0,38.89,0
1270,2024-08-22,21,2,Amazon,1,89.99,48.0,46.66,0
1271,2024-06-07,7,8,Amazon,1,299.99,190.0,36.66,1
1272,2024-11-27,18,4,Amazon,1,49.99,22.0,55.99,0
1273,2024-03-04,2,8,Amazon,2,1099.98,760.0,30.91,0
1274,2024-07-16,13,6,Kaufland,1,49.99,25.0,49.99,0
1275,2024-05-16,16,4,Allegro,2,359.98,230.0,36.11,0
1276,2024-04-02,3,4,Kaufland,1,479.99,320.0,33.33,0
1277,2024-08-16,3,3,Amazon,1,479.99,320.0,33.33,0
1278,2024-06-29,15,4,Amazon,1,229.99,150.0,34.78,0
1279,2024-02-08,21,9,Kaufland,1,89.99,48.0,46.66,0
1280,2024-01-16,17,7,Allegro,1,59.99,30.0,49.99,0
1281,2024-11-26,15,1,Amazon,1,229.99,150.0,34.78,0
1282,2024-08-18,19,1,Amazon,3,119.97,54.0,54.99,0
1283,2024-07-22,3,5,Allegro,1,479.99,320.0,33.33,0
1284,2024-09-22,4,1,Amazon,1,629.99,440.0,30.16,0
1285,2024-04-19,9,6,Allegro,3,899.97,570.0,36.66,0
1286,2024-02-07,16,2,Amazon,1,179.99,115.0,36.11,1
1287,2024-06-12,15,9,Kaufland,1,229.99,150.0,34.78,0
1288,2024-03-21,18,5,Kaufland,2,99.98,44.0,55.99,1
1289,2024-04-24,21,2,Amazon,1,89.99,48.0,46.66,0
1290,2024-07-03,5,2,Amazon,1,399.99,260.0,35.0,0
1291,2024-02-03,18,2,Kaufland,1,49.99,22.0,55.99,1
1292,2024-10-21,16,4,Allegro,1,179.99,115.0,36.11,1
1293,2024-09-21,21,1,Amazon,1,89.99,48.0,46.66,0
1294,2024-03-07,18,5,Amazon,1,49.99,22.0,55.99,1
1295,2024-06-04,2,7,Allegro,1,549.99,380.0,30.91,0
1296,2024-05-25,8,4,Kaufland,2,399.98,240.0,40.0,0
1297,2024-11-16,21,9,Amazon,1,89.99,48.0,46.66,0
1298,2024-10-24,17,5,Allegro,1,59.99,30.0,49.99,0
1299,2024-01-22,20,4,Kaufland,2,259.98,144.0,44.61,0
1300,2024-05-15,2,9,Allegro,1,549.99,380.0,30.91,0
1301,2024-11-17,14,5,Amazon,1,129.99,75.0,42.3,0
1302,2024-12-16,10,4,Kaufland,1,199.99,130.0,35.0,0
1303,2024-08-25,2,2,Amazon,1,549.99,380.0,30.91,0
1304,2024-06-25,11,8,Amazon,3,539.97,330.0,38.89,0
1305,2024-05-03,12,4,Amazon,1,279.99,160.0,42.86,0
1306,2024-07-15,8,2,Amazon,2,399.98,240.0,40.0,0
1307,2024-06-09,6,7,Kaufland,1,249.99,150.0,40.0,0
1308,2024-09-11,17,4,Kaufland,1,59.99,30.0,49.99,1
1309,2024-10-25,17,4,Amazon,1,59.99,30.0,49.99,0
1310,2024-12-10,16,5,Kaufland,1,179.99,115.0,36.11,0
1311,2024-07-06,4,4,Kaufland,2,1259.98,880.0,30.16,0
1312,2024-07-04,13,1,Allegro,1,49.99,25.0,49.99,0
1313,2024-11-15,17,4,Allegro,1,59.99,30.0,49.99,0
1314,2024-06-22,4,4,Allegro,1,629.99,440.0,30.16,0
1315,2024-09-13,5,2,Allegro,1,399.99,260.0,35.0,0
1316,2024-03-17,11,7,Allegro,1,179.99,110.0,38.89,0
1317,2024-07-20,11,8,Amazon,3,539.97,330.0,38.89,0
1318,2024-09-17,10,5,Allegro,1,199.99,130.0,35.0,0
1319,2024-06-18,10,4,Amazon,1,199.99,130.0,35.0,1
1320,2024-12-18,19,3,Kaufland,1,39.99,18.0,54.99,0
1321,2024-10-23,9,9,Allegro,1,299.99,190.0,36.66,0
1322,2024-11-13,19,4,Allegro,2,79.98,36.0,54.99,0
1323,2024-12-24,22,2,Allegro,1,99.99,55.0,44.99,0
1324,2024-04-14,11,4,Amazon,1,179.99,110.0,38.89,0
1325,2024-02-01,16,8,Allegro,2,359.98,230.0,36.11,0
1326,2024-09-26,18,3,Allegro,1,49.99,22.0,55.99,1
1327,2024-06-30,15,8,Amazon,1,229.99,150.0,34.78,0
1328,2024-11-08,22,5,Allegro,1,99.99,55.0,44.99,1
1329,2024-06-01,9,5,Amazon,2,599.98,380.0,36.66,0
1330,2024-05-20,16,3,Amazon,1,179.99,115.0,36.11,0
1331,2024-06-25,18,4,Kaufland,3,149.97,66.0,55.99,0
1332,2024-02-10,10,1,Kaufland,1,199.99,130.0,35.0,0
1333,2024-10-02,9,6,Amazon,1,299.99,190.0,36.66,0
1334,2024-10-27,9,2,Allegro,1,299.99,190.0,36.66,0
1335,2024-02-21,17,2,Amazon,1,59.99,30.0,49.99,0
1336,2024-10-08,4,5,Amazon,3,1889.97,1320.0,30.16,0
1337,2024-09-01,21,8,Kaufland,1,89.99,48.0,46.66,0
1338,2024-02-15,10,3,Allegro,1,199.99,130.0,35.0,0
1339,2024-03-31,2,8,Amazon,3,1649.97,1140.0,30.91,0
1340,2024-05-28,13,6,Amazon,2,99.98,50.0,49.99,0
1341,2024-06-20,19,5,Kaufland,1,39.99,18.0,54.99,1
1342,2024-03-09,18,4,Kaufland,2,99.98,44.0,55.99,0
1343,2024-08-22,7,7,Amazon,1,299.99,190.0,36.66,0
1344,2024-10-17,1,6,Allegro,1,699.99,490.0,30.0,0
1345,2024-08-06,20,8,Kaufland,1,129.99,72.0,44.61,0
1346,2024-09-01,22,1,Kaufland,1,99.99,55.0,44.99,0
1347,2024-05-16,9,4,Amazon,3,899.97,570.0,36.66,0
1348,2024-12-20,19,1,Allegro,1,39.99,18.0,54.99,0
1349,2024-09-14,15,3,Amazon,3,689.97,450.0,34.78,1
1350,2024-05-31,10,5,Allegro,1,199.99,130.0,35.0,0
1351,2024-11-06,5,4,Amazon,1,399.99,260.0,35.0,0
1352,2024-04-21,16,6,Kaufland,2,359.98,230.0,36.11,0
1353,2024-08-16,20,8,Amazon,1,129.99,72.0,44.61,0
1354,2024-09-15,19,2,Kaufland,1,39.99,18.0,54.99,0
1355,2024-02-29,6,3,Allegro,1,249.99,150.0,40.0,0
1356,2024-01-29,16,1,Allegro,1,179.99,115.0,36.11,0
1357,2024-12-10,15,5,Allegro,2,459.98,300.0,34.78,0
1358,2024-04-21,13,3,Amazon,1,49.99,25.0,49.99,0
1359,2024-01-31,12,5,Allegro,3,839.97,480.0,42.86,0
1360,2024-03-10,16,1,Amazon,2,359.98,230.0,36.11,1
1361,2024-07-14,21,9,Amazon,1,89.99,48.0,46.66,1
1362,2024-12-04,13,4,Allegro,2,99.98,50.0,49.99,0
1363,2024-07-20,12,2,Kaufland,1,279.99,160.0,42.86,0
1364,2024-06-01,8,7,Allegro,1,199.99,120.0,40.0,0
1365,2024-05-06,14,5,Kaufland,1,129.99,75.0,42.3,0
1366,2024-02-27,7,8,Allegro,1,299.99,190.0,36.66,0
1367,2024-01-09,20,6,Kaufland,1,129.99,72.0,44.61,0
1368,2024-12-26,20,1,Allegro,2,259.98,144.0,44.61,0
1369,2024-04-21,2,4,Amazon,2,1099.98,760.0,30.91,0
1370,2024-10-21,5,4,Amazon,1,399.99,260.0,35.0,0
1371,2024-03-14,22,7,Amazon,3,299.97,165.0,44.99,0
1372,2024-10-29,14,3,Amazon,2,259.98,150.0,42.3,1
1373,2024-01-25,21,5,Allegro,3,269.97,144.0,46.66,1
1374,2024-12-22,22,4,Allegro,1,99.99,55.0,44.99,0
1375,2024-05-03,13,2,Allegro,2,99.98,50.0,49.99,0
1376,2024-10-14,5,7,Kaufland,1,399.99,260.0,35.0,0
1377,2024-04-14,17,2,Amazon,1,59.99,30.0,49.99,0
1378,2024-04-07,15,7,Amazon,1,229.99,150.0,34.78,0
1379,2024-04-06,20,5,Kaufland,2,259.98,144.0,44.61,0
1380,2024-06-19,22,5,Amazon,1,99.99,55.0,44.99,1
1381,2024-03-01,7,8,Kaufland,2,599.98,380.0,36.66,0
1382,2024-07-22,8,5,Allegro,3,599.97,360.0,40.0,0
1383,2024-07-02,10,4,Allegro,1,199.99,130.0,35.0,0
1384,2024-08-28,16,4,Kaufland,2,359.98,230.0,36.11,0
1385,2024-10-15,7,4,Amazon,2,599.98,380.0,36.66,0
1386,2024-10-23,1,3,Kaufland,2,1399.98,980.0,30.0,0
1387,2024-05-05,7,3,Amazon,1,299.99,190.0,36.66,0
1388,2024-09-07,22,4,Allegro,3,299.97,165.0,44.99,0
1389,2024-06-29,16,4,Allegro,1,179.99,115.0,36.11,0
1390,2024-11-24,16,2,Kaufland,3,539.97,345.0,36.11,0
1391,2024-01-04,3,9,Allegro,1,479.99,320.0,33.33,0
1392,2024-04-21,8,1,Amazon,1,199.99,120.0,40.0,0
1393,2024-09-04,20,5,Kaufland,1,129.99,72.0,44.61,0
